access_no_snow,agency_name,agency_parent,agency_url,alternate_names,altitude_meters,backcountry,capacity_hut_max,capacity_hut_min,capacity_max,country,date_updated,designations,discretion,fee_hut_max,fee_hut_min,fee_hut_occupancy_max,fee_person_max,fee_person_min,fee_person_occupancy_min,has_optional_services,has_services,hut_url,is_fee_hut,is_fee_hut_occupancy_max,is_fee_person,is_fee_person_occupancy_min,is_restricted,is_snow_min_km,latitude,location_accuracy,location_references,locked,longitude,name,no_snow_min_km,open_summer,open_winter,photo_credit_name,photo_credit_url,photo_url,private,published,region,reservations,restriction,services,show_satellite,snow_min_km,state,structures,systems,types
Trail,Laurentian Section,Alpine Club of Canada,http://www.alpineclubofcanada.ca/sections/laurentian.html,Refuge du Montagne d'Argent,,2,10,10,10,Canada,2013-01-24,,0,,,,20,15,,0,0,http://www.alpineclubofcanada.ca/facility/argent.html,0,0,1,0,0,1,46.12826,,http://www.pleinairalacarte.com/en/gps-track/randonnee-pedestre/556,1,-74.67992,Montagne d’Argent Hut,0.2,1,1,Gaetan Castilloux,,http://www.alpineclubofcanada.ca/images/facility/MontagnedArgenthut2.jpeg,0,1,,1,0,0,,0.2,Québec,1,,Hut
"Trail, Boat",North Cascades National Park,NPS,http://www.nps.gov/noca/,,,2,,,,United States,2013-01-25,North Cascades National Park,1,,,,,,,0,0,http://pdfhost.focus.nps.gov/docs/NRHP/Text/88003448.pdf,0,0,0,0,0,1,48.87155,3,,0,-121.25104,Beaver Pass Shelter,22.4,1,1,Steph Abbegg,,http://farm2.static.flickr.com/1238/918978831_c816779d0b.jpg?v=0,0,1,Cascade Range,0,0,0,,22.4,Washington,1,,Shelter
"Trail, Boat",North Cascades National Park,NPS,http://www.nps.gov/noca/,,,2,,,,United States,2013-01-25,North Cascades National Park,1,,,,,,,0,0,http://pdfhost.focus.nps.gov/docs/NRHP/Text/88003447.pdf,0,0,0,0,0,1,48.92092,3,,0,-121.14611,Perry Creek Shelter,8.0,1,1,Ethan Welty,,,0,1,Cascade Range,0,0,0,,8.0,Washington,1,,Shelter
Trail,Parc National du Mont-Tremblant,Parcs Québec,http://www.sepaq.com/pq/mot/,,,2,6,6,6,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mot/#Item8728,0,0,1,0,0,1,46.29491,2,http://www.sepaq.com/resources/docs/pq/mot/mot_carte_sentiers_raquette_ski_fond_diable.pdf,,-74.50979,La Hutte,5.1,1,1,,,,0,1,,,0,0,,5.1,Québec,1,,Hut
Trail,Parc National du Mont-Tremblant,Parcs Québec,http://www.sepaq.com/pq/mot/,,,2,6,6,6,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mot/#Item8728,0,0,1,0,0,1,46.32108,2,http://www.sepaq.com/resources/docs/pq/mot/mot_carte_sentiers_raquette_ski_fond_diable.pdf,,-74.55598,La Ouache,9.2,1,1,,,,0,1,,,0,0,,9.2,Québec,1,,Hut
Trail,Parc National du Mont-Tremblant,Parcs Québec,http://www.sepaq.com/pq/mot/,,,2,6,6,6,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mot/#Item8728,0,0,1,0,0,1,46.31295,2,http://www.sepaq.com/resources/docs/pq/mot/mot_carte_sentiers_raquette_ski_fond_diable.pdf,,-74.46673,La Perdrière,4.6,1,1,,,,0,1,,,0,0,,4.6,Québec,1,,Hut
Trail,Parc National du Mont-Tremblant,Parcs Québec,http://www.sepaq.com/pq/mot/,,,2,6,6,6,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mot/#Item8728,0,0,1,0,0,1,46.32511,2,http://www.sepaq.com/resources/docs/pq/mot/mot_carte_sentiers_raquette_ski_fond_diable.pdf,,-74.51711,La Renardière,3.1,1,1,,,,0,1,,,0,0,,3.1,Québec,1,,Hut
Trail,Parc National du Mont-Tremblant,Parcs Québec,http://www.sepaq.com/pq/mot/,,,2,18,18,18,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mot/#Item8728,0,0,1,0,0,1,46.39019,2,http://www.sepaq.com/resources/docs/pq/mot/mot_carte_skinordique.pdf,,-74.47993,Lac Ernie,12.7,1,1,,,,0,1,,,0,0,,12.7,Québec,1,,Hut
Trail,Parc National du Mont-Tremblant,Parcs Québec,http://www.sepaq.com/pq/mot/,,,2,14,14,14,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mot/#Item8728,0,0,1,0,0,1,46.37758,2,http://www.sepaq.com/resources/docs/pq/mot/mot_carte_skinordique.pdf,,-74.56545,Le Liteau,11.7,1,1,,,,0,1,,,0,0,,11.7,Québec,1,,Hut
Trail,Parc National du Mont-Tremblant,Parcs Québec,http://www.sepaq.com/pq/mot/,,,2,14,14,14,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mot/#Item8728,0,0,1,0,0,1,46.32148,2,http://www.sepaq.com/resources/docs/pq/mot/mot_carte_skinordique.pdf,,-74.66057,La Cache,19.5,1,1,,,,0,1,,,0,0,,19.5,Québec,1,,Hut
Trail,Parc National du Mont-Tremblant,Parcs Québec,http://www.sepaq.com/pq/mot/,,,2,6,6,6,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mot/#Item8728,0,0,1,0,0,1,46.29800,2,http://www.sepaq.com/resources/docs/pq/mot/mot_carte_sentiers_raquette_ski_fond_diable.pdf,,-74.47720,Le Campe,5.0,0,1,,,,0,1,,,0,0,,5.0,Québec,1,,Hut
Trail,Parc National du Mont-Tremblant,Parcs Québec,http://www.sepaq.com/pq/mot/,,,2,4,4,4,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mot/#Item8728,0,0,1,0,0,1,46.40524,2,http://www.sepaq.com/resources/docs/pq/mot/mot_carte_sentiers_raquette_ski_fond_pimbina.pdf,,-74.29640,Le Geai Bleu,2.4,1,1,,,,0,1,,,0,0,,2.4,Québec,1,,Hut
Trail,Parc National du Mont-Tremblant,Parcs Québec,http://www.sepaq.com/pq/mot/,,,2,18,18,18,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mot/#Item8728,0,0,1,0,0,1,46.41356,2,http://www.sepaq.com/resources/docs/pq/mot/mot_carte_skinordique.pdf,,-74.41001,Le Lac-des-Sables,14.6,1,1,,,,0,1,,,0,0,,14.6,Québec,1,,Hut
Trail,Parc National du Mont-Tremblant,Parcs Québec,http://www.sepaq.com/pq/mot/,,,2,2,2,2,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mot/#Item8728,0,0,1,0,0,1,46.41532,2,http://www.sepaq.com/resources/docs/pq/mot/mot_carte_sentiers_raquette_ski_fond_pimbina.pdf,,-74.32133,Le Lariou,5.0,1,1,,,,0,1,,,0,0,,5.0,Québec,1,,Hut
Trail,Parc National du Mont-Orford,Parcs Québec,http://www.sepaq.com/pq/mor/,,,2,6,6,6,Canada,2013-01-24,,0,,,,20,20,,0,0,http://www.sepaq.com/pq/mor/#Item13019,0,0,1,0,0,1,45.33661,3,http://www.sepaq.com/dotAsset/13099.pdf,,-72.19866,Le View-Camp,1.2,1,1,,,,0,1,,,0,0,,1.2,Québec,1,,Hut
Trail,Parc National du Mont-Orford,Parcs Québec,http://www.sepaq.com/pq/mor/,,,2,20,20,20,Canada,2013-01-24,,0,,,,20,20,,0,0,http://www.sepaq.com/pq/mor/#Item13019,0,0,1,0,0,1,45.34887,2,http://www.sepaq.com/dotAsset/13099.pdf,,-72.21750,Le Castor,0.2,1,1,,,,0,1,,,0,0,,3.0,Québec,1,,Hut
Trail,Parc National du Mont-Orford,Parcs Québec,http://www.sepaq.com/pq/mor/,,,2,24,24,24,Canada,2013-01-24,,0,,,,20,20,,0,0,http://www.sepaq.com/pq/mor/#Item13019,0,0,1,0,0,1,45.33815,3,http://www.sepaq.com/dotAsset/13099.pdf,,-72.21222,Le Cabane à Sucre,0.1,1,1,,,,0,1,,,0,0,,2.0,Québec,1,,Hut
Paved Road,Parc National du Mont-Mégantic,Parcs Québec,http://www.sepaq.com/pq/mme/,,,1,10,10,10,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mme/#Item12727,0,0,1,0,0,1,45.45596,3,http://www.sepaq.com/dotAsset/a3b81f7b-5dc5-43bc-8b8e-fb1d21f3732c.pdf,,-71.14855,La Voie Lactée,0.0,0,1,,,,0,1,,,0,0,,5.5,Québec,1,,Hut
Paved Road,Parc National du Mont-Mégantic,Parcs Québec,http://www.sepaq.com/pq/mme/,,,1,2,2,2,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mme/#Item12727,0,0,1,0,0,1,45.44743,3,http://www.sepaq.com/dotAsset/a3b81f7b-5dc5-43bc-8b8e-fb1d21f3732c.pdf,,-71.12006,Le Mont-Saint-Joseph,0.0,0,1,,,,0,1,,,0,0,,3.2,Québec,1,,Hut
Trail,Parc National du Mont-Mégantic,Parcs Québec,http://www.sepaq.com/pq/mme/,,,2,8,8,8,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mme/#Item12727,0,0,1,0,0,1,45.44168,3,http://www.sepaq.com/dotAsset/a3b81f7b-5dc5-43bc-8b8e-fb1d21f3732c.pdf,,-71.13487,La Grande Ourse,1.2,1,1,,,,0,1,,,0,0,,2.2,Québec,1,,Hut
Trail,Parc National du Mont-Mégantic,Parcs Québec,http://www.sepaq.com/pq/mme/,,,2,8,8,8,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mme/#Item12727,0,0,1,0,0,1,45.43158,2,http://www.sepaq.com/dotAsset/a3b81f7b-5dc5-43bc-8b8e-fb1d21f3732c.pdf,,-71.13138,La Petite Ourse,1.0,1,1,,,,0,1,,,0,0,,1.0,Québec,1,,Hut
Trail,Parc National du Mont-Mégantic,Parcs Québec,http://www.sepaq.com/pq/mme/,,,2,4,4,4,Canada,2013-01-24,,0,99,99,,,,,0,0,http://www.sepaq.com/pq/mme/hebergement.dot,1,0,0,0,0,1,45.43306,2,http://www.sepaq.com/pq/mme/hebergement.dot,,-71.13343,Camp Rustique Polaris,1.0,1,1,,,,0,1,,1,0,0,,1.0,Québec,1,,Hut
Trail,Parc National des Grands-Jardins,Parcs Québec,http://www.sepaq.com/pq/grj/,,,2,6,6,12,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/grj/#Item9188,0,0,1,0,0,1,47.71596,3,http://www.sepaq.com/dotAsset/840e9681-d144-4736-b81a-61b42cceb963.pdf,,-70.75492,Lac-Pointu #1 & #2,2.5,1,1,,,,0,1,,,0,0,,5.5,Québec,2,,Hut
Boat,Parc National des Grands-Jardins,Parcs Québec,http://www.sepaq.com/pq/grj/,,,2,12,12,12,Canada,2013-01-24,,0,,,,,,,0,0,http://www.sepaq.com/pq/grj/hebergement.dot,,0,,0,0,1,47.68346,3,http://www.sepaq.com/dotAsset/840e9681-d144-4736-b81a-61b42cceb963.pdf,,-70.73965,Sainte-Anne,1.5,1,0,,,http://www.sepaq.com/resize_image?w=359&h=228&path=/global/images/cabins/grj/grj_steanne_ext.jpg,0,1,,1,0,0,,1.5,Québec,1,,Hut
2WD Road,Parc National des Grands-Jardins,Parcs Québec,http://www.sepaq.com/pq/grj/,,,1,8,4,12,Canada,2013-01-24,,0,203,138,,,,,0,0,http://www.sepaq.com/pq/grj/hebergement.dot,1,0,0,0,0,1,47.68973,3,http://www.sepaq.com/dotAsset/840e9681-d144-4736-b81a-61b42cceb963.pdf,,-70.73178,Benjamin-Simard & Joseph-Girard,0.0,0,1,,,http://www.sepaq.com/resize_image?w=359&h=228&path=/global/images/cabins/grj/grj_benjamin_hiver_ext.jpg,0,1,,1,0,0,,3.0,Québec,2,,Hut
2WD Road,Parc National des Grands-Jardins,Parcs Québec,http://www.sepaq.com/pq/grj/,,,0,4,4,4,Canada,2013-01-24,,0,107,107,,,,,0,0,http://www.sepaq.com/pq/grj/hebergement.dot,1,0,0,0,0,,47.68049,2,http://www.sepaq.com/dotAsset/840e9681-d144-4736-b81a-61b42cceb963.pdf,,-70.83875,Camp Rustique René-Richard,,1,0,,,http://www.sepaq.com/resize_image?w=359&h=228&path=/global/images/cabins/grj/grj_camp_renerichard_ext.jpg,0,1,,1,0,0,,,Québec,1,,Hut
Trail,Parc National de la Gaspésie,Parcs Québec,http://www.sepaq.com/pq/gas/,,762,2,8,8,8,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/gas/#Item8882,0,0,1,0,0,,48.93076,3,http://www.sepaq.com/dotAsset/3551750.pdf,,-66.27297,La Paruline,,1,1,,,,0,1,,,0,0,,,Québec,1,Appalachian Trail,Hut
Trail,Parc National de la Gaspésie,Parcs Québec,http://www.sepaq.com/pq/gas/,,1001,2,8,8,8,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/gas/#Item8882,0,0,1,0,0,,48.89590,3,http://www.sepaq.com/dotAsset/3551750.pdf,,-66.59999,Le Nyctale,,1,1,,,,0,1,,,0,0,,,Québec,1,Appalachian Trail,Hut
2WD Road,Parc National de la Gaspésie,Parcs Québec,http://www.sepaq.com/pq/gas/,,512,1,8,8,8,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/gas/#Item8882,0,0,1,0,0,,48.93380,2,http://www.sepaq.com/dotAsset/3551750.pdf,,-66.31861,Le Pluvier,0.0,1,1,,,,0,1,,,0,0,,,Québec,1,Appalachian Trail,Hut
Trail,Parc National de la Gaspésie,Parcs Québec,http://www.sepaq.com/pq/gas/,,520,2,8,8,8,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/gas/#Item8882,0,0,1,0,0,,48.93380,2,http://www.sepaq.com/dotAsset/3551750.pdf,,-66.31861,L'Hirondelle,,1,1,,,,0,1,,,0,0,,,Québec,1,Appalachian Trail,Hut
2WD Road,Parc National de la Gaspésie,Parcs Québec,http://www.sepaq.com/pq/gas/,,529,1,16,16,16,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/gas/#Item8882,0,0,1,0,0,,48.93008,3,http://www.sepaq.com/dotAsset/3551750.pdf,,-66.47682,Le Huard,0.0,1,1,,,,0,1,,,0,0,,,Québec,1,Appalachian Trail,Hut
Trail,Parc National de la Gaspésie,Parcs Québec,http://www.sepaq.com/pq/gas/,,848,2,8,8,8,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/gas/#Item8882,0,0,1,0,0,,48.95355,2,http://www.sepaq.com/dotAsset/dcb1a847-6e6b-4605-83d0-fc3a75f041ae.pdf,,-66.41722,La Mésange,,1,1,,,,0,1,,,0,0,,,Québec,1,Appalachian Trail,Hut
Trail,Parc National de la Gaspésie,Parcs Québec,http://www.sepaq.com/pq/gas/,,1022,2,8,8,8,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/gas/#Item8882,0,0,1,0,0,,48.89520,3,http://www.sepaq.com/dotAsset/3551750.pdf,,-66.60135,La Chouette,,1,1,,,,0,1,,,0,0,,,Québec,1,Appalachian Trail,Hut
Trail,Parc National de la Gaspésie,Parcs Québec,http://www.sepaq.com/pq/gas/,,757,2,8,8,8,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/gas/#Item8882,0,0,1,0,0,,48.92243,3,http://www.sepaq.com/dotAsset/3551750.pdf,,-66.54506,Le Carouge,,1,1,,,,0,1,,,0,0,,,Québec,1,Appalachian Trail,Hut
Trail,Parc National de la Gaspésie,Parcs Québec,http://www.sepaq.com/pq/gas/,,,2,8,8,8,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/gas/#Item8882,0,0,1,0,0,,48.96901,2,http://www.sepaq.com/dotAsset/3551750.pdf,,-65.99293,Le Tétras,,1,0,,,,0,1,,,0,0,,,Québec,1,Appalachian Trail,Hut
Trail,Parc National de la Gaspésie,Parcs Québec,http://www.sepaq.com/pq/gas/,,,2,8,8,8,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/gas/#Item8882,0,0,1,0,0,,48.95738,2,http://www.sepaq.com/dotAsset/3551750.pdf,,-66.03313,Le Roselin,,1,1,,,,0,1,,,0,0,,,Québec,1,Appalachian Trail,Hut
Trail,Parc National de la Gaspésie,Parcs Québec,http://www.sepaq.com/pq/gas/,,780,2,8,8,8,Canada,2013-01-24,,0,,,,,,,0,0,http://www.sepaq.com/pq/gas/#Item8882,,0,,0,0,,49.00077,2,http://www.sepaq.com/dotAsset/f0986e3b-9f68-4800-8905-e6ea1ae74966.pdf,,-66.01307,Les Mines Madeleine,,0,1,,,,0,1,,,0,0,,,Québec,1,Appalachian Trail,Hut
2WD Road,Parc National de la Gaspésie,Parcs Québec,http://www.sepaq.com/pq/gas/,,,1,6,4,20,Canada,2013-01-24,,0,203,138,,,,,0,0,http://www.sepaq.com/pq/gas/hebergement.dot,1,0,0,0,0,1,48.98585,3,http://www.sepaq.com/dotAsset/f0986e3b-9f68-4800-8905-e6ea1ae74966.pdf,1,-66.27125,Chalets Petit-Saut,0.0,0,1,,,http://www.sepaq.com/resize_image?w=359&h=228&path=/global/images/cabins/gas/gas_psaut3_vue_hiver.jpg,0,1,,1,0,0,,4.0,Québec,4,,Hut
Paved Road,Parc National de la Gaspésie,Parcs Québec,http://www.sepaq.com/pq/gas/,,,0,8,8,48,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/gas/#Item8882,0,0,1,0,0,1,48.93468,3,http://www.sepaq.com/dotAsset/3551750.pdf,,-66.11302,Chalets du Mont-Albert,0.0,1,1,,,,0,1,,,0,0,,0.0,Québec,6,Appalachian Trail,Hut
Dirt Road,Centre Touristique Duchesnay,Sépaq,http://www.sepaq.com/ct/duc/,,,1,4,4,4,Canada,2013-01-24,,0,,,,27,27,,0,0,http://www.sepaq.com/ct/duc/#Item22352,0,0,1,0,0,1,46.88049,3,http://www.sepaq.com/dotAsset/22251.pdf,,-71.67141,La Bicoque,,0,1,,,,0,1,,1,0,0,,2.5,Québec,1,,Hut
Dirt Road,Centre Touristique Duchesnay,Sépaq,http://www.sepaq.com/ct/duc/,,,1,4,4,4,Canada,2013-01-24,,0,,,,27,27,,0,0,http://www.sepaq.com/ct/duc/#Item22352,0,0,1,0,0,1,46.93404,3,http://www.sepaq.com/dotAsset/22251.pdf,,-71.67359,L'Étang,,0,1,,,,0,1,,1,0,0,,13.5,Québec,1,,Hut
Dirt Road,Centre Touristique Duchesnay,Sépaq,http://www.sepaq.com/ct/duc/,,,1,12,12,12,Canada,2013-01-24,,0,,,,27,27,,0,0,http://www.sepaq.com/ct/duc/#Item22352,0,0,1,0,0,1,46.88398,3,http://www.sepaq.com/dotAsset/22251.pdf,,-71.65285,La Halte,,0,1,,,,0,1,,1,0,0,,3.5,Québec,1,,Hut
Dirt Road,Centre Touristique Duchesnay,Sépaq,http://www.sepaq.com/ct/duc/,,,1,6,6,6,Canada,2013-01-24,,0,,,,27,27,,0,0,http://www.sepaq.com/ct/duc/#Item22352,0,0,1,0,0,1,46.89410,2,http://www.sepaq.com/dotAsset/22251.pdf,,-71.69331,La Détente,,0,1,,,,0,1,,1,0,0,,9.0,Québec,1,,Hut
Dirt Road,Centre Touristique Duchesnay,Sépaq,http://www.sepaq.com/ct/duc/,,,1,4,4,4,Canada,2013-01-24,,0,,,,27,27,,0,0,http://www.sepaq.com/ct/duc/#Item22352,0,0,1,0,0,1,46.89281,3,http://www.sepaq.com/dotAsset/adb89a9d-1a14-45bd-a4b1-571cbd8329ef.pdf,,-71.67222,Le Sommet,,0,1,,,,0,1,,1,0,0,,6.0,Québec,1,,Hut
Trail,Parc National du Fjord-du-Saguenay,Parcs Québec,http://www.sepaq.com/pq/sag/,,,2,12,12,12,Canada,2013-01-24,,0,,,,25,23,,0,0,http://www.sepaq.com/pq/sag/#Item12387,0,0,1,0,0,1,48.28682,3,http://www.sepaq.com/dotAsset/135cb51a-99f7-4648-9799-5210b83a9968.pdf,,-70.29712,Lac-de-la-Chute,5.2,1,1,,,,0,1,,,0,0,,7.0,Québec,1,,Hut
Trail,Parc National du Fjord-du-Saguenay,Parcs Québec,http://www.sepaq.com/pq/sag/,,,2,12,12,12,Canada,2013-01-24,,0,,,,25,23,,0,0,http://www.sepaq.com/pq/sag/#Item12387,0,0,1,0,0,1,48.26984,3,http://www.sepaq.com/dotAsset/135cb51a-99f7-4648-9799-5210b83a9968.pdf,,-70.25681,Lac-du-Marais,10.0,1,1,,,,0,1,,,0,0,,16.0,Québec,1,,Hut
Trail,Parc National du Fjord-du-Saguenay,Parcs Québec,http://www.sepaq.com/pq/sag/,,,2,12,8,12,Canada,2013-01-24,,0,190,190,8,25,23,,0,0,http://www.sepaq.com/pq/sag/#Item12387,1,1,1,0,0,1,48.24749,3,http://www.sepaq.com/dotAsset/12633.pdf,,-69.96087,Anse-de-la-Barge,3.4,1,1,,,http://www.sepaq.com/resize_image?w=359&h=228&path=/global/images/cabins/sag/sag_camp_ansebarge_ext.jpg,0,1,,1,0,0,,6.6,Québec,1,,Hut
Trail,Parc National du Fjord-du-Saguenay,Parcs Québec,http://www.sepaq.com/pq/sag/,,,2,12,12,12,Canada,2013-01-24,,0,,,,25,23,,0,0,http://www.sepaq.com/pq/sag/#Item12387,0,0,1,0,0,,48.19881,3,http://www.sepaq.com/dotAsset/12633.pdf,,-69.86461,Anse-Creuse,1.5,1,0,,,,0,1,,,0,0,,,Québec,1,,Hut
Trail,Parc National du Fjord-du-Saguenay,Parcs Québec,http://www.sepaq.com/pq/sag/,Cap-de-la-Boule,,2,12,12,12,Canada,2013-01-24,,0,,,,25,23,,0,0,http://www.sepaq.com/pq/sag/#Item12387,0,0,1,0,0,,48.15660,2,http://www.sepaq.com/dotAsset/3002184.pdf,,-69.79483,Anse-à-la-Boule,0.2,1,0,,,,0,1,,,0,0,,,Québec,1,,Hut
Trail,Parc National du Fjord-du-Saguenay,Parcs Québec,http://www.sepaq.com/pq/sag/,,,2,6,6,6,Canada,2013-01-24,,0,,,,25,23,,0,0,http://www.sepaq.com/pq/sag/#Item12387,0,0,1,0,0,1,48.25516,3,http://www.sepaq.com/dotAsset/3002184.pdf,,-69.96080,Pointe-du-Moulin,2.0,0,1,,,,0,1,,,0,0,,5.1,Québec,1,,Hut
Road,Parc National du Fjord-du-Saguenay,Parcs Québec,http://www.sepaq.com/pq/sag/,,,1,4,4,4,Canada,2013-01-24,,0,107,107,,,,,0,0,http://www.sepaq.com/pq/sag/hebergement.dot,1,0,0,0,0,1,48.30125,3,http://www.sepaq.com/dotAsset/135cb51a-99f7-4648-9799-5210b83a9968.pdf,,-70.33548,Camp Rustique Les Méandres,0.0,0,1,,,http://www.sepaq.com/resize_image?w=359&h=228&path=/global/images/cabins/sag/sag_meandres_ext.jpg,0,1,,1,0,0,,7.0,Québec,1,,Hut
Trail,Parc National des Monts-Valin,Parcs Québec,http://www.sepaq.com/pq/mva/,,,2,8,8,8,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mva/#Item9909,0,0,1,0,0,1,48.56700,,http://www.sepaq.com/dotAsset/1091594.pdf,,-70.82141,L'Hibernal,5.5,0,1,,,,0,1,,,0,0,,6.0,Québec,1,,Hut
Trail,Parc National des Monts-Valin,Parcs Québec,http://www.sepaq.com/pq/mva/,,,2,8,8,8,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mva/#Item9909,0,0,1,0,0,1,48.60496,,http://www.sepaq.com/dotAsset/1091594.pdf,,-70.85436,L'Ulysse,4.0,0,1,,,,0,1,,,0,0,,5.5,Québec,1,,Hut
,Parc National des Monts-Valin,Parcs Québec,http://www.sepaq.com/pq/mva/,,,1,8,8,8,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mva/#Item9909,0,0,1,0,0,1,48.60326,3,http://www.sepaq.com/dotAsset/a7489678-20f6-4874-b34d-da7ca467c5c2.pdf,,-70.83549,Le Pionnier,0.0,1,1,,,,0,1,,,0,0,,8.0,Québec,1,,Hut
Trail,Parc National des Monts-Valin,Parcs Québec,http://www.sepaq.com/pq/mva/,,,2,8,8,8,Canada,2013-01-24,,0,,,,25,25,,0,0,http://www.sepaq.com/pq/mva/#Item9909,0,0,1,0,0,1,48.61877,3,http://www.sepaq.com/dotAsset/a7489678-20f6-4874-b34d-da7ca467c5c2.pdf,,-70.80218,Le Fantôme,2.0,1,1,,,,0,1,,,0,0,,12.0,Québec,1,,Hut
,Parc National des Monts-Valin,Parcs Québec,http://www.sepaq.com/pq/mva/,,,1,4,4,4,Canada,2013-01-24,,0,149,133,,,,,0,0,http://www.sepaq.com/pq/mva/hebergement.dot,1,0,0,0,0,1,48.64580,3,http://www.sepaq.com/dotAsset/a7489678-20f6-4874-b34d-da7ca467c5c2.pdf,,-70.77890,La Muse,0.0,1,1,,,http://www.sepaq.com/resize_image?w=359&h=228&path=/global/images/cabins/mva/mva_muse_hiver_ext.jpg,0,1,,1,0,0,,15.0,Québec,1,,Hut
,Parc National des Monts-Valin,Parcs Québec,http://www.sepaq.com/pq/mva/,,,1,2,2,2,Canada,2013-01-24,,0,103,96,,,,,0,0,http://www.sepaq.com/pq/mva/hebergement.dot,1,0,0,0,0,1,48.64731,3,http://www.sepaq.com/dotAsset/a7489678-20f6-4874-b34d-da7ca467c5c2.pdf,,-70.77270,Le Boréal,0.0,1,1,,,http://www.sepaq.com/resize_image?w=359&h=228&path=/global/images/cabins/mva/mva_boreal_vue.jpg,0,1,,1,0,0,,15.0,Québec,1,,Hut
,Parc National des Monts-Valin,Parcs Québec,http://www.sepaq.com/pq/mva/,,,1,4,4,4,Canada,2013-01-24,,0,149,133,,,,,0,0,http://www.sepaq.com/pq/mva/hebergement.dot,1,0,0,0,0,1,48.64731,3,http://www.sepaq.com/dotAsset/a7489678-20f6-4874-b34d-da7ca467c5c2.pdf,,-70.77270,La Sauvagine,0.0,1,1,,,http://www.sepaq.com/resize_image?w=359&h=228&path=/global/images/cabins/mva/mva_sauvagine_ext.jpg,0,1,,1,0,0,,15.0,Québec,1,,Hut
,Parc National des Monts-Valin,Parcs Québec,http://www.sepaq.com/pq/mva/,,,1,4,4,12,Canada,2013-01-24,,0,185,165,,,,,0,0,http://www.sepaq.com/pq/mva/hebergement.dot,1,0,0,0,0,1,48.63620,3,http://www.sepaq.com/dotAsset/1091594.pdf,,-70.80720,Chalets Nature,0.0,1,1,,,http://www.sepaq.com/resize_image?w=359&h=228&path=/global/images/cabins/mva/mva_chaletnature_ext.jpg,0,1,,1,0,0,,10.0,Québec,3,,Hut
,Parc National d'Aiguebelle,Parcs Québec,http://www.sepaq.com/pq/aig/,,,1,4,4,4,Canada,2013-01-24,,0,101,101,,,,,0,0,http://www.sepaq.com/pq/aig/hebergement.dot,1,0,0,0,0,1,48.56469,3,http://www.sepaq.com/dotAsset/2855108.pdf,,-78.67434,Camp Rustique La Longicorne,0.0,1,1,,,http://www.sepaq.com/resize_image?w=359&h=228&path=/global/images/cabins/aig/aig_longicorne_exterieur.jpg,0,1,,1,0,0,,15.0,Québec,1,,Hut
